time, timemax, Amax, beta0, beta1, beta2, beta3, beta4, beta5
2012-10-09, 2012-10-09T18:42:00.979200000, 23.331, 1025.019, 1.428, 84.673, 122.782, 183.612, 62.660
2012-10-10, 2012-10-10T15:14:00.979200000, 21.789, 1024.946, 1.428, 81.768, 118.571, 183.611, 65.286
2012-10-11, 2012-10-11T23:53:00.979200000, 25.047, 1024.789, 1.428, 74.129, 117.266, 183.611, 65.846
2012-10-12, 2012-10-12T00:00:00.979200000, 25.823, 1024.967, 1.428, 95.429, 127.559, 183.612, 77.554
2012-10-13, 2012-10-13T04:21:00.979200000, 31.244, 1025.167, 1.428, 113.441, 122.625, 183.611, 74.059
2012-10-14, 2012-10-14T14:46:00.979200000, 25.942, 1025.000, 1.428, 100.108, 124.542, 183.612, 81.534
2012-10-15, 2012-10-15T06:52:00.979200000, -24.014, 1024.785, 1.428, 76.913, 122.749, 183.612, 72.903
2012-10-16, 2012-10-16T05:34:00.979200000, -24.733, 1024.707, 1.428, 67.544, 120.488, 183.614, 71.119
2012-10-17, 2012-10-17T19:20:00.979200000, -23.341, 1024.771, 1.428, 72.936, 115.266, 183.610, 71.006
2012-10-18, 2012-10-18T01:15:00.979200000, -21.334, 1024.769, 1.428, 73.640, 112.396, 183.614, 68.615
2012-10-19, 2012-10-19T17:02:00.979200000, -14.211, 1024.714, 1.428, 73.357, 117.261, 183.616, 77.138
2012-10-20, 2012-10-20T03:50:00.979200000, -24.376, 1024.564, 1.428, 64.726, 116.894, 183.613, 79.850
2012-10-21, 2012-10-21T23:37:00.979200000, 27.859, 1024.532, 1.428, 68.121, 131.719, 183.614, 100.738
2012-10-22, 2012-10-22T23:50:00.979200000, 27.320, 1024.882, 1.428, 120.033, 134.019, 183.613, 172.387
2012-10-23, 2012-10-23T04:24:00.979200000, 32.143, 1025.026, 1.428, 134.846, 128.359, 183.612, 182.562
2012-10-24, 2012-10-24T00:14:00.979200000, 24.940, 1025.181, 1.428, 151.132, 122.432, 183.612, 184.575
2012-10-25, 2012-10-25T01:38:00.979200000, 36.591, 1025.249, 1.428, 157.310, 118.393, 183.612, 190.285
2012-10-26, 2012-10-26T01:36:00.979200000, 33.279, 1025.189, 1.428, 160.554, 126.707, 183.611, 217.266
2012-10-27, 2012-10-27T02:16:00.979200000, 27.943, 1025.311, 1.428, 175.037, 129.387, 183.614, 249.665
2012-10-28, 2012-10-28T03:59:00.979200000, 29.858, 1024.433, 1.428, 39.144, 152.375, 183.612, 46.450
2012-10-29, 2012-10-29T00:28:00.979200000, 23.640, 1024.342, 1.428, 35.889, 130.357, 183.615, 41.058
2012-10-30, 2012-10-30T02:44:00.979200000, 24.074, 1024.290, 1.428, 36.238, 118.509, 183.614, 42.753
2012-10-31, 2012-10-31T18:04:00.979200000, -19.996, 1024.416, 1.428, 50.221, 117.820, 183.612, 51.849
2012-11-01, 2012-11-01T00:58:00.979200000, -18.028, 1024.349, 1.428, 43.837, 108.653, 183.613, 46.130
2012-11-02, 2012-11-02T20:15:00.979200000, -20.815, 1024.413, 1.428, 45.554, 107.735, 183.612, 45.637
2012-11-03, 2012-11-03T04:49:00.979200000, 21.924, 1024.415, 1.428, 46.351, 106.497, 183.613, 49.370
2012-11-04, 2012-11-04T14:48:00.979200000, 18.101, 1024.455, 1.428, 49.093, 112.413, 183.612, 58.042
2012-11-05, 2012-11-05T23:40:00.979200000, 35.329, 1024.511, 1.428, 56.858, 116.539, 183.613, 76.361
2012-11-06, 2012-11-06T19:42:00.979200000, 34.193, 1024.692, 1.428, 81.763, 129.192, 183.612, 109.641
2012-11-07, 2012-11-07T21:41:00.979200000, 25.050, 1025.053, 1.428, 125.552, 125.779, 183.614, 176.895
2012-11-08, 2012-11-08T21:37:00.979200000, 17.814, 1024.892, 1.428, 116.019, 132.904, 183.613, 180.983
2012-11-09, 2012-11-09T13:19:00.979200000, -15.799, 1024.732, 1.428, 99.778, 138.898, 183.612, 142.723
2012-11-10, 2012-11-10T22:53:00.979200000, 18.746, 1024.607, 1.428, 78.520, 132.469, 183.613, 104.475
2012-11-11, 2012-11-11T11:04:00.979200000, 16.252, 1024.381, 1.428, 54.641, 121.948, 183.612, 77.020
2012-11-12, 2012-11-12T10:03:00.979200000, 26.006, 1024.341, 1.428, 51.034, 117.141, 183.613, 68.794
2012-11-13, 2012-11-13T01:15:00.979200000, -20.117, 1024.386, 1.428, 54.177, 114.731, 183.613, 63.817
2012-11-14, 2012-11-14T08:37:00.979200000, 18.261, 1024.371, 1.428, 53.737, 115.023, 183.614, 65.227
2012-11-15, 2012-11-15T10:38:00.979200000, 19.542, 1023.210, 1.246, 45.072, 28.007, 120.321, 50.899
2013-02-06, 2013-02-06T13:22:01.036800000, -25.016, 1023.213, 1.269, 44.739, 29.865, 123.560, 52.944
2013-02-07, 2013-02-07T15:11:01.036800000, -29.412, 1023.194, 1.289, 45.618, 39.259, 125.769, 60.662
2013-02-08, 2013-02-08T15:02:01.036800000, -24.368, 1023.439, 1.335, 53.258, 46.539, 136.839, 62.079
2013-02-09, 2013-02-09T08:42:01.036800000, 23.683, 1023.555, 1.442, 53.582, 50.899, 148.136, 60.561
2013-02-10, 2013-02-10T18:28:01.036800000, -24.293, 1023.615, 1.475, 54.775, 52.568, 151.270, 58.720
2013-02-11, 2013-02-11T11:47:01.036800000, 21.962, 1023.610, 1.497, 53.390, 57.355, 153.693, 59.071
2013-02-12, 2013-02-12T10:25:01.036800000, -15.559, 1023.456, 1.487, 47.999, 57.505, 154.430, 64.892
2013-02-13, 2013-02-13T11:56:01.036800000, -21.210, 1023.541, 1.467, 53.350, 59.363, 152.466, 62.439
2013-02-14, 2013-02-14T04:40:01.036800000, 20.987, 1023.609, 1.435, 58.736, 56.935, 147.705, 57.805
2013-02-15, 2013-02-15T19:32:01.036800000, 26.883, 1023.573, 1.438, 59.018, 53.746, 147.211, 60.729
2013-02-16, 2013-02-16T16:02:01.036800000, -29.754, 1023.545, 1.375, 63.133, 49.114, 137.685, 61.260
2013-02-17, 2013-02-17T19:02:01.036800000, 22.214, 1023.495, 1.363, 65.141, 52.440, 134.479, 74.301
2013-02-18, 2013-02-18T03:49:01.036800000, -26.116, 1023.537, 1.349, 68.584, 52.725, 131.201, 78.802
2013-02-19, 2013-02-19T17:09:01.036800000, -41.000, 1023.638, 1.387, 68.977, 50.232, 137.503, 74.511
2013-02-20, 2013-02-20T19:08:01.036800000, -40.052, 1023.655, 1.405, 67.637, 51.337, 140.594, 78.224
2013-02-21, 2013-02-21T18:54:01.036800000, -31.643, 1023.556, 1.409, 63.736, 48.402, 139.648, 79.538
2013-02-22, 2013-02-22T18:34:01.036800000, -25.783, 1023.442, 1.374, 62.409, 47.206, 135.109, 86.548
2013-02-23, 2013-02-23T05:50:01.036800000, 21.764, 1023.157, 1.304, 58.086, 46.231, 117.734, 92.596
2013-02-24, 2013-02-24T22:05:01.036800000, -25.577, 1023.162, 1.319, 57.531, 44.139, 128.416, 94.640
2013-02-25, 2013-02-25T20:39:01.036800000, -22.515, 1023.453, 1.250, 70.749, 36.451, 140.422, 70.366
2013-02-26, 2013-02-26T12:20:01.036800000, -31.700, 1023.440, 1.134, 78.844, 30.778, 128.648, 47.592
2013-02-27, 2013-02-27T04:14:01.036800000, 38.176, 1023.365, 1.055, 79.975, 27.680, 115.975, 42.737
2013-02-28, 2013-02-28T04:43:01.036800000, 28.435, 1023.312, 0.999, 82.306, 26.217, 105.325, 43.477
2013-03-01, 2013-03-01T19:28:01.036800000, -20.087, 1023.358, 1.017, 82.256, 28.683, 100.135, 41.742
2013-03-02, 2013-03-02T02:38:01.036800000, 13.280, 1023.470, 1.077, 83.634, 33.640, 100.287, 42.131
2013-03-03, 2013-03-03T08:00:01.036800000, 14.535, 1023.551, 1.121, 85.150, 35.011, 99.703, 39.832
2013-03-04, 2013-03-04T16:51:01.036800000, -22.465, 1023.612, 1.149, 86.496, 35.122, 96.659, 39.656
2013-03-05, 2013-03-05T16:46:01.036800000, -33.652, 1023.610, 1.140, 86.268, 32.312, 93.613, 41.904
2013-03-06, 2013-03-06T02:58:01.036800000, -28.285, 1023.589, 1.118, 84.599, 29.765, 92.232, 46.077
2013-03-07, 2013-03-07T14:26:01.036800000, -33.040, 1023.508, 1.075, 82.537, 29.414, 85.359, 47.804
2013-03-08, 2013-03-08T03:00:01.036800000, -25.635, 1023.492, 1.078, 82.810, 31.610, 83.904, 51.716
2013-03-09, 2013-03-09T04:20:01.036800000, -32.336, 1023.562, 1.145, 85.536, 38.397, 89.918, 67.251
2013-03-10, 2013-03-10T11:52:01.036800000, 20.653, 1023.678, 1.208, 89.881, 40.535, 98.504, 80.239
2013-03-11, 2013-03-11T03:28:01.036800000, 34.354, 1023.867, 1.258, 96.200, 37.185, 111.836, 82.140
2013-03-12, 2013-03-12T14:34:01.036800000, 22.840, 1023.704, 1.218, 98.701, 46.356, 91.793, 95.485
2013-03-13, 2013-03-13T18:05:01.036800000, 18.898, 1023.034, 1.117, 67.545, 79.451, 69.982, 58.823
2013-03-14, 2013-03-14T01:48:01.036800000, -13.674, 1023.207, 1.066, 73.338, 57.897, 80.858, 58.512
2013-03-15, 2013-03-15T20:08:01.036800000, -21.522, 1023.247, 0.964, 76.233, 39.813, 81.147, 47.658
2013-03-16, 2013-03-16T12:12:01.036800000, -22.006, 1023.257, 0.936, 78.544, 32.730, 80.136, 46.990
2013-03-17, 2013-03-17T13:48:01.036800000, -24.330, 1023.276, 0.918, 80.507, 28.978, 77.750, 45.755
2013-03-18, 2013-03-18T17:26:01.036800000, 23.598, 1023.295, 0.936, 80.226, 27.124, 79.750, 46.876
2013-03-19, 2013-03-19T14:49:01.036800000, -29.461, 1023.437, 1.038, 81.786, 31.863, 91.988, 56.759
2013-03-20, 2013-03-20T07:06:01.036800000, 29.455, 1023.671, 1.187, 84.360, 35.987, 109.732, 60.721
2013-03-21, 2013-03-21T14:10:01.036800000, -32.232, 1023.651, 1.165, 84.986, 33.914, 104.174, 59.179
2013-03-22, 2013-03-22T16:48:01.036800000, -32.018, 1023.681, 1.193, 82.016, 34.935, 108.281, 55.649
2013-03-23, 2013-03-23T20:54:01.036800000, 31.387, 1023.645, 1.230, 76.125, 40.528, 114.718, 61.394
2013-03-24, 2013-03-24T15:08:01.036800000, -29.011, 1023.684, 1.278, 71.998, 43.138, 124.088, 68.273
2013-03-25, 2013-03-25T10:28:01.036800000, 23.182, 1023.623, 1.310, 66.039, 48.208, 129.919, 79.230
2013-03-26, 2013-03-26T10:58:01.036800000, -15.783, 1023.235, 1.291, 55.877, 55.856, 111.068, 94.283
2013-03-27, 2013-03-27T03:40:01.036800000, 20.822, 1023.076, 1.179, 58.029, 55.790, 84.795, 85.873
2013-03-28, 2013-03-28T00:20:01.036800000, -22.441, 1023.239, 1.113, 64.679, 48.449, 86.128, 83.566
2013-03-29, 2013-03-29T16:15:01.036800000, -19.303, 1023.466, 1.133, 65.600, 44.015, 108.820, 85.040
2013-03-30, 2013-03-30T22:12:01.036800000, 23.506, 1023.547, 1.169, 60.532, 44.919, 127.088, 81.182
2013-03-31, 2013-03-31T17:03:01.036800000, -23.167, 1023.495, 1.164, 52.812, 43.515, 132.753, 72.117
2013-04-01, 2013-04-01T05:30:01.036800000, -32.308, 1023.391, 1.194, 43.919, 42.588, 136.929, 66.518
2013-04-02, 2013-04-02T05:14:01.036800000, -30.965, 1023.329, 1.226, 42.106, 47.874, 136.673, 70.075
2013-04-03, 2013-04-03T06:56:01.036800000, -29.332, 1023.420, 1.196, 47.846, 56.046, 134.627, 69.259
2013-04-04, 2013-04-04T02:22:01.036800000, 28.086, 1023.472, 1.226, 52.417, 52.766, 135.683, 74.588
2013-04-05, 2013-04-05T14:42:01.036800000, 28.236, 1023.619, 1.244, 54.921, 42.734, 144.676, 64.503
2013-04-06, 2013-04-06T06:32:01.036800000, -40.295, 1023.727, 1.245, 61.632, 35.868, 145.039, 56.004
2013-04-07, 2013-04-07T16:22:01.036800000, -22.585, 1023.783, 1.203, 69.600, 39.401, 141.333, 52.026
2013-04-08, 2013-04-08T12:40:01.036800000, -19.499, 1023.819, 1.238, 75.265, 48.033, 139.016, 55.990
2013-04-09, 2013-04-09T19:49:01.036800000, -29.164, 1023.740, 1.211, 81.404, 46.684, 127.287, 60.018
2013-04-10, 2013-04-10T15:48:01.036800000, 26.958, 1023.765, 1.230, 84.057, 46.805, 125.046, 60.150
2013-04-11, 2013-04-11T10:26:01.036800000, -33.017, 1023.811, 1.194, 77.623, 56.372, 128.184, 61.626
2013-04-12, 2013-04-12T15:41:01.036800000, 27.882, 1023.587, 1.139, 62.832, 66.416, 127.994, 69.275
2013-04-13, 2013-04-13T03:02:01.036800000, 21.957, 1023.480, 1.151, 54.405, 61.132, 132.122, 68.343
2013-04-14, 2013-04-14T18:11:01.036800000, -13.887, 1023.398, 1.150, 46.774, 53.152, 135.668, 65.722
2013-04-15, 2013-04-15T04:16:01.036800000, -27.701, 1023.362, 1.093, 44.512, 45.002, 133.341, 64.678
2013-04-16, 2013-04-16T18:01:01.036800000, -26.926, 1023.434, 1.151, 44.139, 48.772, 141.522, 69.070
2013-04-17, 2013-04-17T03:48:01.036800000, -33.479, 1023.515, 1.110, 47.863, 49.512, 139.175, 70.169
2013-04-18, 2013-04-18T00:32:01.036800000, 39.117, 1023.776, 1.206, 64.194, 48.322, 142.238, 67.316
2013-04-19, 2013-04-19T03:31:01.036800000, -29.103, 1023.931, 1.298, 76.219, 42.772, 136.073, 57.871
2013-04-20, 2013-04-20T12:50:01.036800000, 28.898, 1023.950, 1.306, 84.183, 37.981, 128.899, 56.659
2013-04-21, 2013-04-21T00:24:01.036800000, 32.903, 1023.823, 1.238, 86.905, 36.987, 119.437, 63.991
2013-04-22, 2013-04-22T02:03:01.036800000, -37.821, 1023.666, 1.163, 87.289, 36.373, 106.232, 63.222
2013-04-23, 2013-04-23T11:12:01.036800000, 25.047, 1023.592, 1.124, 88.442, 37.580, 100.881, 64.201
2013-04-24, 2013-04-24T07:36:01.036800000, -21.649, 1023.641, 1.158, 89.847, 42.477, 106.031, 69.398
2013-04-25, 2013-04-25T02:56:01.036800000, -20.214, 1023.485, 1.079, 86.104, 42.136, 97.099, 64.030
2013-04-26, 2013-04-26T16:09:01.036800000, -32.362, 1023.580, 1.132, 83.973, 45.065, 111.716, 59.934
2013-04-27, 2013-04-27T05:32:01.036800000, -20.771, 1023.614, 1.129, 84.028, 45.579, 116.106, 52.567
2013-04-28, 2013-04-28T03:44:01.036800000, 20.803, 1023.552, 1.069, 83.810, 40.904, 110.257, 47.507
2013-04-29, 2013-04-29T04:23:01.036800000, 23.083, 1023.507, 1.070, 80.466, 40.677, 112.251, 47.713
2013-04-30, 2013-04-30T16:38:01.036800000, 25.857, 1023.515, 1.071, 79.031, 41.758, 114.063, 50.290
2013-05-01, 2013-05-01T00:22:01.036800000, -29.437, 1023.557, 1.119, 76.519, 50.460, 119.383, 55.333
2013-05-02, 2013-05-02T03:50:01.036800000, 34.247, 1023.497, 1.159, 67.267, 48.619, 127.113, 53.723
2013-05-03, 2013-05-03T03:06:01.036800000, 28.216, 1023.579, 1.147, 72.166, 41.562, 125.235, 53.257
2013-05-04, 2013-05-04T05:32:01.036800000, 20.321, 1023.642, 1.166, 76.872, 38.907, 123.880, 54.164
2013-05-05, 2013-05-05T07:14:01.036800000, -36.315, 1023.940, 1.341, 80.606, 47.790, 134.402, 45.991
2013-05-06, 2013-05-06T11:58:01.036800000, -26.548, 1023.854, 1.331, 76.439, 50.858, 137.030, 52.198
2013-05-07, 2013-05-07T08:34:01.036800000, -28.917, 1023.722, 1.325, 69.325, 54.019, 140.789, 57.729
2013-05-08, 2013-05-08T06:12:01.036800000, -25.646, 1023.655, 1.284, 70.302, 49.671, 138.399, 55.372
2013-05-09, 2013-05-09T22:30:01.036800000, -19.435, 1023.471, 1.055, 75.634, 33.235, 117.995, 55.230
2013-05-10, 2013-05-10T01:20:01.036800000, -18.024, 1023.379, 0.949, 81.433, 28.854, 104.140, 55.939
2013-05-11, 2013-05-11T20:56:01.036800000, -24.354, 1023.490, 0.982, 87.123, 37.311, 108.078, 58.460
2013-05-12, 2013-05-12T04:58:01.036800000, -17.650, 1023.683, 1.043, 98.428, 45.633, 112.043, 65.562
2013-05-13, 2013-05-13T13:28:01.036800000, 26.011, 1023.681, 0.988, 103.809, 47.785, 103.416, 56.029
2013-05-14, 2013-05-14T10:34:01.036800000, 26.330, 1023.606, 0.930, 102.304, 50.359, 99.340, 50.116
2013-05-15, 2013-05-15T12:11:01.036800000, 22.784, 1023.574, 0.885, 104.144, 51.115, 95.505, 43.534
2013-05-16, 2013-05-16T23:58:01.036800000, 24.640, 1023.566, 0.865, 101.193, 51.040, 93.848, 35.961
2013-05-17, 2013-05-17T00:00:01.036800000, 21.624, 1023.466, 0.780, 98.611, 41.346, 88.371, 33.773
2013-05-18, 2013-05-18T09:12:01.036800000, -27.301, 1023.542, 0.790, 106.756, 41.536, 84.098, 35.450
2013-05-19, 2013-05-19T03:20:01.036800000, 25.479, 1023.668, 0.861, 109.238, 53.320, 85.594, 36.349
2013-05-20, 2013-05-20T12:56:01.036800000, 20.348, 1023.599, 0.823, 103.905, 49.003, 84.108, 31.266
2013-05-21, 2013-05-21T15:30:01.036800000, -22.558, 1023.642, 0.819, 104.630, 43.137, 83.329, 30.923
2013-05-22, 2013-05-22T16:22:01.036800000, -32.068, 1023.618, 0.797, 100.261, 41.193, 86.264, 32.844
2013-05-23, 2013-05-23T14:39:01.036800000, -23.734, 1023.666, 0.818, 99.214, 44.306, 90.649, 33.513
2013-05-24, 2013-05-24T14:34:01.036800000, -29.249, 1023.748, 0.859, 103.569, 51.066, 90.180, 37.583
2013-05-25, 2013-05-25T04:28:01.036800000, 26.743, 1023.898, 0.909, 116.808, 58.559, 83.567, 47.608
2013-05-26, 2013-05-26T13:34:01.036800000, 21.951, 1023.651, 1.341, 68.897, 344.894, 101.073, 70.046
2013-05-27, 2013-05-27T17:04:01.036800000, 22.722, 1023.694, 1.347, 71.447, 291.660, 105.765, 68.060
2013-05-28, 2013-05-28T22:50:01.036800000, 18.484, 1023.678, 1.396, 70.140, 329.031, 104.371, 67.978
2013-05-29, 2013-05-29T22:34:01.036800000, 28.040, 1023.643, 1.415, 71.590, 414.366, 96.616, 68.802
2013-05-30, 2013-05-30T12:08:01.036800000, 32.952, 1023.680, 1.466, 70.046, 436.704, 102.942, 69.266
2013-05-31, 2013-05-31T15:21:01.036800000, 26.486, 1023.744, 1.487, 71.799, 424.322, 106.149, 68.101
2013-06-01, 2013-06-01T09:10:01.036800000, 17.790, 1023.727, 1.442, 72.016, 465.478, 107.554, 70.203
2013-06-02, 2013-06-02T12:20:01.036800000, 20.573, 1023.645, 1.325, 71.605, 534.154, 104.795, 69.732
2013-06-03, 2013-06-03T15:06:01.036800000, 38.224, 1023.632, 1.234, 71.956, 545.053, 106.127, 67.726
2013-06-04, 2013-06-04T16:34:01.036800000, 38.002, 1023.667, 1.229, 73.978, 485.110, 112.351, 71.413
2013-06-05, 2013-06-05T21:18:01.036800000, -24.531, 1023.629, 1.218, 74.342, 470.985, 111.243, 73.956
2013-06-06, 2013-06-06T05:16:01.036800000, 50.575, 1023.728, 1.199, 79.289, 323.853, 118.470, 72.209
2013-06-07, 2013-06-07T06:04:01.036800000, 37.808, 1023.714, 1.162, 80.242, 349.701, 118.983, 69.370
2013-06-08, 2013-06-08T07:00:01.036800000, 39.326, 1023.710, 1.152, 77.912, 409.024, 119.775, 64.927
2013-06-09, 2013-06-09T06:26:01.036800000, 42.089, 1023.761, 1.149, 80.087, 350.138, 121.431, 58.207
2013-06-10, 2013-06-10T06:22:01.036800000, 20.194, 1023.827, 1.208, 82.369, 316.000, 124.964, 58.384
2013-06-11, 2013-06-11T19:14:01.036800000, -26.795, 1023.844, 1.243, 83.689, 270.363, 123.757, 52.084
2013-06-12, 2013-06-12T21:29:01.036800000, -34.388, 1023.855, 1.280, 83.028, 281.336, 123.344, 50.820
2013-06-13, 2013-06-13T08:52:01.036800000, -26.278, 1023.805, 1.287, 78.063, 360.409, 122.091, 46.096
2013-06-14, 2013-06-14T19:58:01.036800000, -30.148, 1023.838, 1.312, 78.780, 372.296, 120.725, 41.900
2013-06-15, 2013-06-15T19:36:01.036800000, -30.718, 1023.820, 1.310, 78.592, 394.053, 122.224, 48.133
2013-06-16, 2013-06-16T23:00:01.036800000, -41.539, 1023.835, 1.335, 78.874, 421.687, 121.442, 54.354
2013-06-17, 2013-06-17T23:26:01.036800000, -35.241, 1023.829, 1.328, 78.610, 441.427, 120.742, 59.927
2013-06-18, 2013-06-18T22:48:01.036800000, -27.689, 1023.637, 0.632, 128.731, 46.146, 68.432, 15.732
2013-06-19, 2013-06-19T23:30:01.036800000, -32.292, 1023.559, 0.605, 122.965, 46.486, 72.544, 17.718
2013-06-20, 2013-06-20T04:51:01.036800000, 29.395, 1023.827, 1.345, 79.197, 417.358, 121.438, 66.048
2013-06-21, 2013-06-21T01:58:01.036800000, -34.912, 1023.783, 1.261, 78.623, 604.348, 116.254, 52.113
2013-06-22, 2013-06-22T22:37:01.036800000, 28.234, 1023.777, 1.212, 75.431, 557.419, 116.238, 42.449
2013-06-23, 2013-06-23T16:30:01.036800000, -42.259, 1023.791, 1.229, 77.388, 492.540, 116.968, 44.277
2013-06-24, 2013-06-24T05:51:01.036800000, 36.752, 1023.809, 1.219, 79.705, 337.263, 122.527, 48.430
2013-06-25, 2013-06-25T19:00:01.036800000, -25.835, 1023.750, 0.796, 114.885, 97.167, 88.587, 26.540
2013-06-26, 2013-06-26T19:07:01.036800000, -48.115, 1023.501, 0.567, 110.080, 50.620, 89.155, 19.296
2013-06-27, 2013-06-27T20:12:01.036800000, -37.115, 1023.700, 1.030, 98.441, 222.005, 116.707, 59.653
2013-06-28, 2013-06-28T10:16:01.036800000, -38.293, 1023.817, 1.155, 85.558, 256.274, 126.332, 56.927
2013-06-29, 2013-06-29T22:14:01.036800000, -42.974, 1023.824, 1.158, 83.387, 266.762, 127.570, 52.249
2013-06-30, 2013-06-30T23:41:01.036800000, -42.260, 1023.871, 1.165, 83.508, 268.990, 125.067, 41.926
2013-07-01, 2013-07-01T00:00:01.036800000, -34.401, 1023.882, 1.194, 80.901, 346.371, 125.229, 39.394
2013-07-02, 2013-07-02T20:08:01.036800000, -33.009, 1023.847, 1.175, 79.784, 436.705, 124.608, 42.984
2013-07-03, 2013-07-03T07:12:01.036800000, 33.923, 1023.848, 1.173, 80.196, 458.949, 124.680, 46.753
2013-07-04, 2013-07-04T04:27:01.036800000, 33.404, 1023.874, 1.180, 77.977, 483.438, 121.403, 39.275
2013-07-05, 2013-07-05T22:40:01.036800000, 44.473, 1023.892, 1.167, 76.002, 567.572, 117.942, 35.631
2013-07-06, 2013-07-06T23:44:01.036800000, 32.863, 1023.938, 1.193, 73.657, 619.973, 118.641, 35.777
2013-07-07, 2013-07-07T00:04:01.036800000, 34.852, 1023.873, 1.127, 72.717, 635.623, 115.796, 36.536
2013-07-08, 2013-07-08T14:42:01.036800000, 26.563, 1023.827, 1.084, 73.348, 612.458, 114.307, 39.102
2013-07-09, 2013-07-09T16:46:01.036800000, -24.785, 1023.853, 1.109, 74.618, 610.599, 115.651, 41.293
2013-07-10, 2013-07-10T18:12:01.036800000, -22.546, 1023.906, 1.145, 75.193, 599.647, 118.163, 38.769
2013-07-11, 2013-07-11T03:30:01.036800000, 22.241, 1023.983, 1.208, 75.498, 650.083, 119.806, 36.027
2013-07-12, 2013-07-12T03:31:01.036800000, 21.601, 1023.918, 1.149, 76.915, 703.640, 115.812, 34.771
2013-07-13, 2013-07-13T21:12:01.036800000, -22.188, 1023.886, 1.137, 73.927, 709.853, 116.694, 35.541
2013-07-14, 2013-07-14T16:38:01.036800000, 27.841, 1023.884, 1.158, 73.641, 637.567, 116.148, 37.810
2013-07-15, 2013-07-15T18:02:01.036800000, 30.379, 1023.809, 1.100, 74.171, 545.457, 113.111, 40.393
2013-07-16, 2013-07-16T18:15:01.036800000, 34.177, 1023.743, 1.055, 73.473, 494.981, 111.574, 38.810
2013-07-17, 2013-07-17T17:28:01.036800000, 33.675, 1023.704, 1.024, 71.444, 560.004, 108.861, 38.051
2013-07-18, 2013-07-18T19:07:01.036800000, 63.962, 1023.637, 0.912, 69.805, 648.092, 105.447, 33.397
2013-07-19, 2013-07-19T21:26:01.036800000, 54.186, 1023.683, 0.913, 70.604, 694.880, 108.928, 32.769
2013-07-20, 2013-07-20T22:30:01.036800000, 45.647, 1023.778, 0.958, 73.771, 727.049, 110.549, 33.655
2013-07-21, 2013-07-21T02:01:01.036800000, 45.694, 1023.885, 1.037, 73.580, 668.145, 114.655, 35.804
2013-07-22, 2013-07-22T21:52:01.036800000, 23.731, 1023.883, 1.055, 72.984, 554.116, 113.706, 41.931
2013-07-23, 2013-07-23T17:06:01.036800000, -24.817, 1023.872, 1.085, 71.907, 554.398, 110.606, 50.843
2013-07-24, 2013-07-24T06:16:01.036800000, 50.541, 1023.854, 1.045, 70.839, 550.908, 109.321, 49.085
2013-07-25, 2013-07-25T06:40:01.036800000, 51.175, 1023.861, 1.011, 71.383, 537.809, 110.374, 44.115
2013-07-26, 2013-07-26T20:52:01.036800000, 50.154, 1023.878, 1.002, 69.791, 564.338, 109.062, 40.388
2013-07-27, 2013-07-27T11:50:01.036800000, 43.780, 1023.821, 0.947, 67.923, 467.823, 106.796, 42.678
2013-07-28, 2013-07-28T10:50:01.036800000, 46.197, 1023.855, 0.988, 69.323, 443.988, 104.277, 48.208
2013-07-29, 2013-07-29T23:27:01.036800000, 54.576, 1023.955, 1.124, 69.510, 477.805, 110.154, 58.683
2013-07-30, 2013-07-30T00:00:01.036800000, 28.618, 1023.576, 0.378, 114.630, 36.895, 75.313, 2.260
2013-08-03, 2013-08-03T22:19:00.979200000, -27.313, 1023.576, 0.378, 114.630, 36.895, 75.313, 2.260
2013-08-04, 2013-08-04T17:11:00.979200000, -41.643, 1023.773, 0.477, 117.087, 53.086, 77.456, 12.979
2013-08-05, 2013-08-05T16:34:00.979200000, -22.946, 1023.977, 0.616, 114.203, 73.250, 83.458, 25.765
2013-08-06, 2013-08-06T19:47:00.979200000, -28.808, 1023.907, 0.588, 103.957, 66.905, 87.930, 29.297
2013-08-07, 2013-08-07T16:01:00.979200000, 24.055, 1023.900, 0.547, 107.483, 52.405, 83.431, 29.373
2013-08-08, 2013-08-08T19:08:00.979200000, 16.353, 1023.940, 0.572, 111.231, 51.558, 83.419, 27.789
2013-08-09, 2013-08-09T08:53:00.979200000, 22.881, 1023.932, 0.549, 117.531, 53.321, 74.899, 25.925
2013-08-10, 2013-08-10T23:46:00.979200000, -18.337, 1024.038, 0.589, 128.281, 56.801, 68.014, 25.707
2013-08-11, 2013-08-11T20:58:00.979200000, 32.904, 1024.102, 0.634, 130.690, 64.762, 66.315, 29.239
2013-08-12, 2013-08-12T09:05:00.979200000, 51.291, 1024.108, 0.644, 127.498, 74.846, 65.114, 30.135
2013-08-13, 2013-08-13T20:59:00.979200000, 33.473, 1024.129, 0.652, 122.312, 75.744, 70.936, 30.006
2013-08-14, 2013-08-14T10:00:00.979200000, 47.761, 1024.233, 0.671, 125.801, 71.496, 74.664, 29.951
2013-08-15, 2013-08-15T11:27:00.979200000, 23.572, 1024.251, 0.679, 126.910, 66.821, 77.495, 36.364
2013-08-16, 2013-08-16T20:28:00.979200000, -16.967, 1024.306, 0.730, 134.295, 67.605, 74.544, 47.953
2013-08-17, 2013-08-17T21:18:00.979200000, -23.414, 1024.137, 0.661, 134.132, 62.164, 60.471, 52.583
