-2000.000000,451.000000
-1950.000000,451.000000
-1900.000000,451.000000
-1850.000000,451.000000
-1800.000000,451.000000
-1750.000000,451.000000
-1700.000000,451.000000
-1650.000000,451.000000
-1600.000000,451.000000
-1550.000000,451.000000
-1500.000000,450.939816
-1450.000000,450.926953
-1400.000000,450.912250
-1350.000000,450.895502
-1300.000000,450.876489
-1250.000000,450.854973
-1200.000000,450.830701
-1150.000000,450.803405
-1100.000000,450.772798
-1050.000000,450.738576
-1000.000000,450.700420
-950.000000,450.660380
-900.000000,450.616251
-850.000000,450.567746
-800.000000,450.514572
-750.000000,450.456431
-700.000000,450.393026
-650.000000,450.324056
-600.000000,450.249224
-550.000000,450.168235
-500.000000,450.080801
-450.000000,449.986639
-400.000000,449.885391
-350.000000,449.776775
-300.000000,449.660523
-250.000000,449.536378
-200.000000,449.404099
-150.000000,449.263460
-100.000000,449.114252
-50.000000,448.956288
0.000000,448.789399
50.000000,448.613436
100.000000,448.428277
150.000000,448.233822
200.000000,448.029994
250.000000,447.816745
300.000000,447.594047
350.000000,447.361897
400.000000,447.120318
450.000000,446.869352
500.000000,446.609067
550.000000,446.339550
600.000000,446.060907
650.000000,445.773264
700.000000,445.476762
750.000000,445.171558
800.000000,444.857819
850.000000,444.535724
900.000000,444.205462
950.000000,443.867224
1000.000000,443.521208
1050.000000,443.167612
1100.000000,442.806634
1150.000000,442.438469
1200.000000,442.063308
1250.000000,441.681333
1300.000000,441.292719
1350.000000,440.897631
1400.000000,440.496221
1450.000000,440.088630
1500.000000,439.674982
1550.000000,439.255391
1600.000000,438.829950
1650.000000,438.398741
1700.000000,437.961827
1750.000000,437.519257
1800.000000,437.071065
1850.000000,436.617269
1900.000000,436.157873
1950.000000,435.692868
2000.000000,435.222236
2050.000000,434.745944
2100.000000,434.263954
2150.000000,433.776217
2200.000000,433.282682
2250.000000,432.783291
2300.000000,432.277984
2350.000000,431.766704
2400.000000,431.249392
2450.000000,430.725993
2500.000000,430.196460
2550.000000,429.660749
2600.000000,429.118827
2650.000000,428.570672
2700.000000,428.016272
2750.000000,427.455628
2800.000000,426.888758
2850.000000,426.315693
2900.000000,425.736480
2950.000000,425.151186
3000.000000,424.559894
3050.000000,423.962705
3100.000000,423.359739
3150.000000,422.751136
3200.000000,422.137055
3250.000000,421.517672
3300.000000,420.893183
3350.000000,420.263802
3400.000000,419.629761
3450.000000,418.991309
3500.000000,418.348712
3550.000000,417.702251
3600.000000,417.052223
3650.000000,416.398937
3700.000000,415.742718
3750.000000,415.083902
3800.000000,414.422835
3850.000000,413.759874
3900.000000,413.095386
3950.000000,412.429744
4000.000000,411.763328
4050.000000,411.096526
4100.000000,410.429727
4150.000000,409.763328
4200.000000,409.097724
4250.000000,408.433314
4300.000000,407.770498
4350.000000,407.109673
4400.000000,406.451236
4450.000000,405.795583
4500.000000,405.143103
4550.000000,404.494182
4600.000000,403.849203
4650.000000,403.208540
4700.000000,402.572560
4750.000000,401.941623
4800.000000,401.316080
4850.000000,400.696272
4900.000000,400.082531
4950.000000,399.475176
5000.000000,398.874514
5050.000000,398.280842
5100.000000,397.694440
5150.000000,397.115577
5200.000000,396.544506
5250.000000,395.981464
5300.000000,395.426674
5350.000000,394.880343
5400.000000,394.342658
5450.000000,393.813794
5500.000000,393.293904
5550.000000,392.783126
5600.000000,392.281578
5650.000000,391.789364
5700.000000,391.306565
5750.000000,390.833248
5800.000000,390.369459
5850.000000,389.915228
5900.000000,389.470567
5950.000000,389.035471
6000.000000,388.609918
6050.000000,388.193869
6100.000000,387.787270
6150.000000,387.390050
6200.000000,387.002127
6250.000000,386.623401
6300.000000,386.253761
6350.000000,385.893083
6400.000000,385.541231
6450.000000,385.198059
6500.000000,384.863411
6550.000000,384.537121
6600.000000,384.219016
6650.000000,383.908916
6700.000000,383.606633
6750.000000,383.311975
6800.000000,383.024745
6850.000000,382.744743
6900.000000,382.471763
6950.000000,382.205599
7000.000000,381.946044
7050.000000,381.692888
7100.000000,381.445920
7150.000000,381.204931
7200.000000,380.969711
7250.000000,380.740051
7300.000000,380.515743
7350.000000,380.296580
7400.000000,380.082357
7450.000000,379.872870
7500.000000,379.667917
7550.000000,379.467296
7600.000000,379.270809
7650.000000,379.078259
7700.000000,378.889448
7750.000000,378.704182
7800.000000,378.522268
7850.000000,378.343512
7900.000000,378.167723
7950.000000,377.994710
8000.000000,377.824283
8050.000000,377.656252
8100.000000,377.490428
8150.000000,377.326624
8200.000000,377.164651
8250.000000,377.004323
8300.000000,376.845455
8350.000000,376.687863
8400.000000,376.531364
8450.000000,376.375779
8500.000000,376.220930
8550.000000,376.066643
8600.000000,375.912748
8650.000000,375.759077
8700.000000,375.605472
8750.000000,375.451777
8800.000000,375.297843
8850.000000,375.143531
8900.000000,374.988708
8950.000000,374.833250
9000.000000,374.677044
9050.000000,374.519988
9100.000000,374.361989
9150.000000,374.202968
9200.000000,374.042856
9250.000000,373.881597
9300.000000,373.719150
9350.000000,373.555485
9400.000000,373.390585
9450.000000,373.224445
9500.000000,373.057074
9550.000000,372.888492
9600.000000,372.718730
9650.000000,372.547830
9700.000000,372.375844
9750.000000,372.202830
9800.000000,372.028855
9850.000000,371.853992
9900.000000,371.678317
9950.000000,371.501909
10000.000000,371.324849
10050.000000,371.147215
10100.000000,370.969085
10150.000000,370.790532
10200.000000,370.611622
10250.000000,370.432415
10300.000000,370.252960
10350.000000,370.073298
10400.000000,369.893453
10450.000000,369.713441
10500.000000,369.533259
10550.000000,369.352891
10600.000000,369.172302
10650.000000,368.991442
