time,timemax,Amax,beta0,beta1,beta2,beta3,beta4,beta5,a0,Ls,alpha,C
2016-06-20,2016-06-20 21:35:00,21.6520,1023.4990,1.2790,71.8620,78.5580,72.8320,47.4830,17.3751,187847.4083,-0.0054,1.5809
2016-06-21,2016-06-21 03:43:00,-25.8630,1023.4810,1.2790,72.0440,81.8710,72.0510,46.4040,20.6113,160935.2547,-0.0054,1.5829
2016-06-22,2016-06-22 18:21:00,-27.3410,1023.4800,1.2780,70.3080,83.9090,73.8480,44.8460,21.5919,155834.4613,-0.0053,1.5812
2016-06-23,2016-06-23 06:28:00,-25.3870,1023.4670,1.2800,68.8890,85.7970,75.0600,43.0820,20.2149,168231.3328,-0.0052,1.5830
2016-06-24,2016-06-24 07:38:00,-33.3930,1023.4790,1.2800,69.4190,85.2000,74.4570,43.0950,25.8963,130874.5773,-0.0053,1.5846
2016-06-25,2016-06-25 08:05:00,-21.8050,1023.4650,1.2790,69.0320,84.3410,74.3290,45.4090,17.4902,188386.5501,-0.0054,1.5757
2016-06-26,2016-06-26 15:35:00,19.3980,1023.4740,1.2780,70.5770,82.4520,75.0360,48.3030,15.5670,217508.2816,-0.0052,1.5734
2016-06-27,2016-06-27 09:10:00,-27.4690,1023.4880,1.2780,71.9670,82.7700,75.8700,49.0430,21.6997,164118.6878,-0.0050,1.5767
2016-06-28,2016-06-28 16:38:00,19.6890,1023.4790,1.2780,74.1240,88.4900,75.6420,48.8230,15.7041,248667.8990,-0.0046,1.5824
2016-06-29,2016-06-29 11:13:00,-22.7530,1023.4640,1.2780,75.2890,95.3100,74.9620,46.5630,18.1178,231765.6192,-0.0043,1.5892
2016-06-30,2016-06-30 11:08:00,-24.6730,1023.4530,1.2790,74.3130,99.6450,74.9690,44.5980,19.5724,216268.3331,-0.0043,1.5905
2016-07-01,2016-07-01 20:26:00,26.6790,1023.4650,1.2790,73.4920,104.9310,76.0130,43.9080,21.0313,208353.1875,-0.0041,1.5883
2016-07-02,2016-07-02 21:49:00,27.9420,1023.4660,1.2790,73.6790,108.5220,76.2580,42.1930,21.8358,208466.1441,-0.0040,1.5924
2016-07-03,2016-07-03 22:03:00,25.6370,1023.4680,1.2790,75.0480,109.9500,75.7740,41.3240,20.1890,234753.6675,-0.0038,1.5978
2016-07-04,2016-07-04 03:59:00,-28.8630,1023.4670,1.2800,73.4150,111.5610,74.5690,41.3600,22.6325,194008.6841,-0.0041,1.5917
2016-07-05,2016-07-05 17:30:00,-29.1580,1023.4710,1.2800,72.9730,110.4660,74.3240,40.7610,22.8577,187789.6801,-0.0042,1.5926
2016-07-06,2016-07-06 04:37:00,-29.6940,1023.4760,1.2790,73.0800,111.0660,74.3560,39.5150,23.2185,186878.3327,-0.0042,1.5958
2016-07-07,2016-07-07 06:03:00,-31.0170,1023.4680,1.2800,72.6400,118.1750,75.4730,37.1790,24.0966,190266.9603,-0.0040,1.5997
2016-07-08,2016-07-08 07:37:00,-34.2420,1023.4620,1.2800,73.0100,120.9750,75.1100,35.6690,26.4186,176480.3613,-0.0039,1.6035
2016-07-09,2016-07-09 07:42:00,-43.6050,1023.4560,1.2790,71.9320,119.6880,74.1550,36.6510,32.4782,133793.8575,-0.0042,1.5965
2016-07-10,2016-07-10 08:34:00,-38.9000,1023.4450,1.2800,71.5500,119.0860,71.3420,36.5150,29.5311,134432.2784,-0.0046,1.5933
2016-07-11,2016-07-11 09:34:00,-27.0590,1023.4220,1.2820,70.6510,120.8270,69.0720,34.9640,21.4202,171533.3893,-0.0049,1.5925
2016-07-12,2016-07-12 08:47:00,-26.1130,1023.4130,1.2810,69.1160,125.0250,67.5840,34.1560,20.8639,164156.3121,-0.0052,1.5846
2016-07-13,2016-07-13 00:49:00,21.6380,1023.4160,1.2810,69.8500,130.6360,70.0980,32.8640,17.3543,218294.3321,-0.0048,1.5919
2016-07-14,2016-07-14 18:45:00,16.2370,1023.4260,1.2810,73.7440,137.7490,71.9830,33.3590,13.0595,351782.1136,-0.0040,1.6003
2016-07-15,2016-07-15 11:26:00,-16.2060,1023.4270,1.2800,73.2160,147.2120,75.2400,32.6330,13.1645,389208.1324,-0.0036,1.5991
2016-07-16,2016-07-16 23:59:00,-19.1270,1023.4400,1.2800,71.1210,149.4180,76.7470,31.7860,15.3747,327145.9492,-0.0036,1.5971
2016-07-17,2016-07-17 00:04:00,-20.9630,1023.4680,1.2800,70.1520,143.0240,75.0980,32.5430,16.6438,272972.9032,-0.0040,1.5935
2016-07-18,2016-07-18 14:22:00,-21.3090,1023.4990,1.2800,67.1860,136.7770,76.1070,34.9710,17.0097,245598.8158,-0.0043,1.5823
2016-07-19,2016-07-19 20:45:00,23.2860,1023.5340,1.2800,65.8760,132.8070,77.8510,38.3110,18.5920,223204.9573,-0.0042,1.5724
2016-07-20,2016-07-20 04:22:00,-23.4810,1023.5500,1.2800,66.1240,131.0810,76.4160,40.1470,18.7960,212244.3663,-0.0044,1.5663
2016-07-21,2016-07-21 03:27:00,-24.8170,1023.5580,1.2790,64.6820,128.7560,76.1540,40.5410,19.8619,189840.0559,-0.0046,1.5607
2016-07-22,2016-07-22 06:02:00,-22.7750,1023.5430,1.2790,61.0200,123.6980,75.3760,45.3220,18.3597,179030.2721,-0.0051,1.5351
2016-07-23,2016-07-23 06:14:00,-27.2710,1023.5430,1.2800,58.8640,117.4670,75.5860,53.4450,21.7694,140444.8740,-0.0053,1.5064
2016-07-24,2016-07-24 06:10:00,-36.4130,1023.5470,1.2790,55.4560,112.5240,77.0590,62.7550,27.7244,102798.5302,-0.0054,1.4704
2016-07-25,2016-07-25 06:58:00,-33.6950,1023.6000,1.2790,52.3850,111.8150,82.7230,69.5020,26.4673,111075.8064,-0.0051,1.4492
2016-07-26,2016-07-26 07:27:00,-26.2580,1023.6170,1.2780,54.0380,112.2950,83.2500,69.8420,21.1513,145474.4006,-0.0049,1.4543
2016-07-27,2016-07-27 13:25:00,27.8950,1023.5930,1.2790,59.0400,111.8990,79.7650,62.0310,22.2412,145535.8763,-0.0049,1.4894
2016-07-28,2016-07-28 08:39:00,-31.7080,1023.5500,1.2790,63.6370,125.7000,75.2440,50.4440,25.0752,140406.3338,-0.0047,1.5274
2016-07-29,2016-07-29 09:03:00,-28.6350,1023.5510,1.2800,62.9620,133.2580,74.2250,45.8360,22.6650,152838.2731,-0.0048,1.5346
2016-07-30,2016-07-30 10:37:00,-27.7080,1023.5350,1.2800,60.8700,128.5260,70.6400,43.9280,22.0478,135417.4680,-0.0056,1.5290
2016-07-31,2016-07-31 10:19:00,-30.9410,1023.5200,1.2810,56.2940,121.3510,67.7460,45.0300,24.0315,103090.8794,-0.0065,1.5056
2016-08-01,2016-08-01 12:12:00,-27.7500,1023.5360,1.2800,48.2590,108.0430,69.4580,54.0460,20.3195,102911.9419,-0.0072,1.4515
2016-08-02,2016-08-02 20:24:00,27.0270,1023.5900,1.2780,48.0920,103.7600,75.5000,61.9790,21.4991,106478.4380,-0.0065,1.4407
2016-08-03,2016-08-03 09:13:00,30.0700,1023.6300,1.2790,53.5600,119.6580,81.4360,58.2660,24.0328,127449.2357,-0.0051,1.4815
2016-08-04,2016-08-04 22:02:00,22.4780,1023.6270,1.2780,54.8890,129.2000,83.9070,53.7960,18.1328,190691.7422,-0.0046,1.4999
2016-08-05,2016-08-05 05:34:00,-24.3340,1023.6180,1.2780,56.5810,135.8530,83.7250,49.0960,19.5807,188345.6123,-0.0044,1.5170
2016-08-06,2016-08-06 06:02:00,-29.9060,1023.6010,1.2780,58.6410,141.8520,81.8340,40.4720,23.5842,161318.2708,-0.0045,1.5448
2016-08-07,2016-08-07 07:14:00,-32.6240,1023.5920,1.2790,59.0060,141.8330,81.1930,35.6440,25.4141,149252.6620,-0.0046,1.5607
2016-08-08,2016-08-08 07:58:00,-38.5310,1023.5900,1.2790,60.3670,142.4560,80.3730,35.0530,29.3643,131773.6763,-0.0045,1.5651
2016-08-09,2016-08-09 08:57:00,-29.4260,1023.5950,1.2790,62.6730,141.0200,79.8070,36.7150,23.1831,175388.4806,-0.0043,1.5664
2016-08-10,2016-08-10 09:36:00,-26.4730,1023.5920,1.2800,64.1090,142.8120,80.2350,38.8730,20.9658,205716.7458,-0.0040,1.5642
2016-08-11,2016-08-11 10:25:00,-27.8260,1023.5890,1.2790,64.6730,141.4930,79.9860,38.2650,21.8439,198974.6467,-0.0040,1.5673
2016-08-12,2016-08-12 11:27:00,-28.0440,1023.5940,1.2800,64.9510,139.6140,78.7010,37.0500,21.9967,191562.8672,-0.0042,1.5716
2016-08-13,2016-08-13 11:54:00,-25.6580,1023.6010,1.2790,65.7240,140.0200,79.2470,36.6640,20.3355,216010.5056,-0.0040,1.5749
2016-08-14,2016-08-14 00:01:00,-19.2480,1023.6120,1.2800,66.2250,141.0110,80.1470,38.2550,15.5159,295615.0234,-0.0038,1.5726
2016-08-15,2016-08-15 14:46:00,-21.3370,1023.6140,1.2790,63.1180,135.2380,81.7490,39.7220,17.0323,250777.2517,-0.0041,1.5634
2016-08-16,2016-08-16 01:08:00,-17.3730,1023.5980,1.2790,60.5040,134.5040,79.1730,38.9520,14.0700,261612.4515,-0.0047,1.5547
2016-08-17,2016-08-17 16:28:00,-19.8210,1023.5990,1.2800,55.3390,128.3750,79.1800,41.2710,16.1594,194630.6167,-0.0053,1.5333
2016-08-18,2016-08-18 21:04:00,20.9460,1023.6100,1.2780,50.5090,122.5120,79.1090,46.7900,17.0901,160351.5345,-0.0058,1.4991
2016-08-19,2016-08-19 21:14:00,22.9620,1023.6160,1.2790,49.4890,121.4430,81.4680,47.5420,18.5687,150992.7335,-0.0057,1.4982
2016-08-20,2016-08-20 04:54:00,-23.7460,1023.6230,1.2780,50.5390,119.3860,83.0750,47.4990,19.1444,154357.1326,-0.0055,1.5049
2016-08-21,2016-08-21 05:25:00,-20.2310,1023.6380,1.2790,51.5550,118.9950,84.1750,47.7880,16.4754,188169.3091,-0.0052,1.5101
2016-08-22,2016-08-22 07:12:00,-24.7040,1023.6470,1.2770,52.3850,116.7780,85.3170,48.5440,19.8283,162160.8698,-0.0051,1.5116
2016-08-23,2016-08-23 06:26:00,-27.0010,1023.6540,1.2770,52.2880,119.8440,85.7880,48.4740,21.4886,152608.1652,-0.0050,1.5117
2016-08-24,2016-08-24 09:47:00,-28.7250,1023.6640,1.2770,50.4270,122.5580,88.6440,48.2320,22.6064,149230.2177,-0.0048,1.5099
2016-08-25,2016-08-25 16:24:00,26.2120,1023.6850,1.2760,49.9780,119.3810,92.2000,48.8980,20.8670,171499.3307,-0.0045,1.5110
2016-08-26,2016-08-26 15:32:00,27.7370,1023.6730,1.2770,53.8550,115.3590,91.5190,46.0960,21.8603,177206.0726,-0.0043,1.5321
2016-08-27,2016-08-27 03:52:00,27.7990,1023.6680,1.2790,59.1380,117.8090,86.8180,43.9010,21.8329,185804.1634,-0.0042,1.5507
2016-08-28,2016-08-28 04:25:00,43.9490,1023.6510,1.2790,60.9750,118.0840,82.9240,44.2910,33.0568,116940.4957,-0.0044,1.5506
2016-08-29,2016-08-29 01:14:00,-24.4330,1023.6490,1.2780,53.1500,113.7420,82.8840,51.7590,19.6548,155753.5489,-0.0052,1.5020
2016-08-30,2016-08-30 21:56:00,22.8820,1023.6530,1.2780,47.9490,105.2720,81.9860,58.0180,18.5115,138915.4353,-0.0059,1.4631
2016-08-31,2016-08-31 10:28:00,23.4440,1023.6290,1.2780,49.0560,105.0890,80.2940,56.3280,18.9461,134637.6137,-0.0060,1.4696
2016-09-01,2016-09-01 04:04:00,-27.1120,1023.6260,1.2790,48.7380,109.0370,79.8570,55.1960,21.7418,117582.3797,-0.0060,1.4712
2016-09-02,2016-09-02 18:24:00,-25.3920,1023.6330,1.2780,46.2960,107.2740,81.0750,57.6480,20.4337,120586.8545,-0.0061,1.4558
2016-09-03,2016-09-03 05:55:00,-24.6590,1023.6350,1.2790,44.8500,104.5300,79.8330,61.6400,19.9069,116402.4703,-0.0063,1.4366
2016-09-04,2016-09-04 07:02:00,-26.0160,1023.6420,1.2780,45.9690,105.1890,79.8110,59.6140,20.8934,113572.5212,-0.0063,1.4465
2016-09-05,2016-09-05 07:08:00,-28.1800,1023.6380,1.2790,46.7130,107.7090,80.3280,56.7900,22.5525,108948.0124,-0.0062,1.4592
2016-09-06,2016-09-06 15:49:00,25.7770,1023.6220,1.2790,46.8870,109.5220,80.6000,55.7990,20.6946,120621.7333,-0.0061,1.4632
2016-09-07,2016-09-07 09:53:00,-23.0160,1023.6190,1.2790,47.4700,108.8310,81.1660,55.2520,18.6212,136782.7712,-0.0060,1.4683
2016-09-08,2016-09-08 21:44:00,-30.1990,1023.6190,1.2780,48.9150,108.7530,81.9440,54.6270,23.8661,111711.8505,-0.0058,1.4767
2016-09-09,2016-09-09 09:55:00,-30.1650,1023.6230,1.2770,47.1420,112.4210,82.4780,53.7070,23.8167,110338.5156,-0.0059,1.4726
2016-09-10,2016-09-10 10:54:00,-32.9970,1023.6170,1.2780,44.5020,110.1990,83.2700,52.7960,24.5634,101656.6899,-0.0061,1.4668
2016-09-11,2016-09-11 11:20:00,-34.5710,1023.6130,1.2780,45.3710,102.0140,81.1030,56.8730,23.5618,100287.8425,-0.0064,1.4541
2016-09-12,2016-09-12 12:40:00,-28.5980,1023.6090,1.2780,40.5970,98.2770,80.5220,63.9110,20.3490,103081.3028,-0.0068,1.4116
2016-09-13,2016-09-13 01:12:00,-20.4740,1023.6220,1.2760,33.9360,102.8560,80.6090,70.7670,16.7763,114182.1860,-0.0069,1.3633
